Title,Price,Material A,A Percent,Material B,B Percent
Cotton:On colourblock mini cardigan in multi,£45.00,Cotton,0.65,Acrylic,0.35
Vila long sleeve top with cut out in brown,£30.00,Acrylic,0.52,Polyamide,0.2
ASOS DESIGN Petite cardigan in swirl pattern,£30.00,Acrylic,1.0,NaN,0.0
ellesse cropped jumper and legging short co-ord in grey and black ,£30.00,Cotton,0.75,Polyester,0.25
Miss Selfridge crochet shrug in black,£30.00,Acrylic,1.0,NaN,0.0
Levi's 1/4 zip sweatshirt in multi,£30.00,Cotton,1.0,NaN,0.0
Calvin Klein Jeans zip up jumper on black ,£30.00,Viscose,0.66,Polyamide,0.3
Pieces textured high neck button detail jumper in blue marl,£30.00,Polyester,0.81,Acrylic,0.07
Bershka crewneck jumper in grey,£30.00,Polyester,0.91,Polyamide,0.06
ASOS DESIGN Maternity crew neck jumper in stripe in black & white,£30.00,Viscose,0.52,Polyester,0.28
ASOS DESIGN Tall jumper with high neck in tiger print,£30.00,Acrylic,0.84,Polyester,0.16
COLLUSION fur trim maxi cardigan in black ,£30.00,Polyester,0.95,Elastane,0.05
ASOS DESIGN v neck jumper in slub yarn in cream,£30.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN longline jumper in open stitch in oatmeal ,£30.00,Acrylic,0.75,Nylon,0.25
Native Youth high neck layering jumper in soft brown,£30.00,Acrylic,1.0,NaN,0.0
Monki relaxed jumper in brown countryside scenic knit,£30.00,Cotton,1.0,NaN,0.0
ASOS DESIGN oversized jumper in fluffy yarn in neutral zebra pattern,£30.00,Polyester,0.55,Acrylic,0.37
ASOS DESIGN textured v neck top with buttons in stone,£30.00,Polyester,1.0,NaN,0.0
Morgan knitted top in blue  ,£30.00,Viscose,0.62,Polyamide,0.38
ASOS DESIGN Petite jumper with zip collar in fluffy yarn in cobalt blue,£30.00,Acrylic,0.75,Nylon,0.22
In The Style exclusive knitted cut out detail jumper in blue,£30.00,Acrylic,1.0,NaN,0.0
Topshop knitted crop cardi in cream,£30.00,Polyester,0.95,Wool,0.05
ASYOU keyhole cut out knitted wrap top in blue,£30.00,Viscose,1.0,NaN,0.0
Vila cable knit high neck jumper in cream,£30.00,Acrylic,1.0,NaN,0.0
Mamalicious Maternity long sleeve knitted jumper in red and white stripes,£30.00,Polyester,0.6,Viscose,0.35
Urban Revivo collegiate sleeveless vest jumper in green,£30.00,Acrylic,0.41,Polyester,0.3
ASOS DESIGN knitted off shoulder crop top in stripe,£30.00,Acrylic,1.0,NaN,0.0
Hollister crew neck knitted jumper in black,£30.00,Cotton,1.0,NaN,0.0
& Other Stories wrap cardigan in yellow,£30.00,Polyester,0.52,Acrylic,0.38
Weekday Anais knitted cardigan in Red and Khaki ,£30.00,Polyester,0.97,Elastane,0.03
Monki knitted jumper in yellow and off white stripe,£30.00,Polyester,0.97,Wool,0.03
Under Armour rival fleece half zip jumper in grey,£30.00,Cotton,1.0,NaN,0.0
ASOS DESIGN Tall open stitch hem jumper in black,£30.00,Acrylic,0.75,Cotton,0.25
Monki ribbed knitted sweater in black,£30.00,Polyester,0.9,Wool,0.08
Mango high neck jumper in bright pink,£30.00,Acrylic,0.47,Polyamide,0.29
ASOS DESIGN Petite jumper with tipped hem in khaki and pink,£30.00,Acrylic,0.75,Cotton,0.25
Vila Curve lattice knit jumper in cream,£30.00,Polyester,0.5,Acrylic,0.32
JJXX chunky knit jumper in pink and red colour block,£30.00,Acrylic,0.8,Polyester,0.2
Urban Revivo cut out shoulder knitted top in green,£30.00,Viscose,0.58,Polyester,0.25
ASOS DESIGN co-ord crop knitted top with tie detail in black,£30.00,Viscose,0.63,Nylon,0.37
ASOS DESIGN knitted top with fluffy and sheer stitch stripes in black,£30.00,Polyamide,0.64,Viscose,0.27
Urban Revivo fine ladder knit jumper in black,£30.00,Viscose,0.76,Polyamide,0.24
ASOS DESIGN Petite crew neck jumper in sheer rib yarn in cream,£30.00,Acrylic,0.5,Viscose,0.5
ASOS DESIGN Curve knitted top with sweetheart neck and faux feather trims in black,£30.00,Viscose,0.68,Polyester,0.32
In The Style exclusive knitted wrap detail jumper in sage,£30.00,Acrylic,1.0,NaN,0.0
ASYOU hook and eye knitted wrap top in charcoal,£30.00,Viscose,1.0,NaN,0.0
ASOS DESIGN knitted striped longline cardigan in cobalt blue and light blue,£30.00,Acrylic,0.8,Nylon,0.2
ASOS DESIGN jumper in pointelle stitch and open back detail in white,£30.00,Polyester,1.0,NaN,0.0
Selected Femme brushed knitted jumper in lime ,£30.00,Wool,0.66,Acrylic,0.18
Weekday Tina lightweight knitted sweater in brown tie dye print,£30.00,Polyamide,0.5,Wool,0.5
Free People striped round neck jumper in multi,£30.00,Cotton,0.6,Acrylic,0.4
Topshop knitted open stitch jumper in pink,£30.00,Acrylic,0.72,Polyamide,0.28
Only knitted half zip jumper with pocket detail in cream,£30.00,Acrylic,0.46,Polyester,0.28
ASOS DESIGN knitted top with cut out shoulder and neck detail in black,£30.00,Polyester,0.63,Viscose,0.37
ASOS DESIGN Curve knitted top with cut out and knot front detail in black,£30.00,Viscose,0.68,Polyamide,0.32
Hollister slim cropped cable knit cardigan in green ,£30.00,Cotton,0.57,Acrylic,0.37
Y.A.S cotton heart crochet cardigan with jewel buttons in red,£30.00,Cotton,1.0,NaN,0.0
Monki cable knit cropped jumper in brown,£30.00,Polyester,0.5,Acrylic,0.4
Santa Cruz scribble knit jumper in multi,£30.00,Cotton,1.0,NaN,0.0
Miss Selfridge lash oversized jumper in cream,£18.00,Polyamide,0.64,Acrylic,0.36
Threadbare Vida collared v neck oversized jumper in stripe,£18.00,Acrylic,1.0,NaN,0.0
Vero Moda lightweight v neck jumper in cream,£18.00,Acrylic,0.7,Nylon,0.27
ASOS DESIGN Petite knitted top with sweetheart collar in white,£30.00,Viscose,0.7,Polyamide,0.3
Miss Selfridge open knit ruched punk knit jumper in lime green ,£30.00,Acrylic,0.8,Polyester,0.2
ASOS DESIGN Christmas sweatshirt with glitter favourite jumper print in black,£18.00,Cotton,1.0,NaN,0.0
Miss Selfridge Petite strawberry jaquard jumper in black,£18.00,Acrylic,0.89,Polyamide,0.11
Noisy May Petite scoop neck jumper in yellow & pink cherry print,£18.00,Acrylic,1.0,NaN,0.0
Pieces Curve balloon sleeve jumper in black,£18.00,Polyester,0.6,Acrylic,0.4
ASOS DESIGN boxy crew neck jumper in khaki,£18.00,Acrylic,0.67,Polyester,0.25
ASOS DESIGN Petite maxi cardigan with pockets in black,£18.00,Polyester,0.88,Elastane,0.06
Topshop Petite knitted crew neck jumper in mink,£18.00,Polyester,0.58,Acrylic,0.38
Pieces Petite ribbed roll neck jumper in pastel colourblock,£18.00,Polyester,0.52,Acrylic,0.48
ASOS DESIGN Petite oversize jumper with metallic stitch in blue and gold,£18.00,Acrylic,0.61,Polyester,0.34
Only Petite exclusive roll neck jumper in camel,£18.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Petite cable cardigan with embellishment in beige,£18.00,Polyester,0.52,Acrylic,0.48
Only Petite chunky knit jumper in camel,£18.00,Polyester,0.81,Acrylic,0.15
Miss Selfridge Petite heritage chunky cable jumper in green ,£18.00,Acrylic,0.64,Polyester,0.36
ASOS DESIGN Petite Christmas jumper in eyelash knit with metallic tree,£18.00,Polyamide,0.68,Viscose,0.19
Vila Petite roll neck jumper with balloon sleeves in khaki green,£18.00,Acrylic,1.0,NaN,0.0
Pieces Petite slogan half zip jumper in pink & red,£18.00,Polyester,0.8,Acrylic,0.2
ASOS DESIGN Curve open collar rib jumper in brown,£18.00,Polyester,0.51,Acrylic,0.46
Pull&Bear crew neck soft knitted jumper in brown,£18.00,Polyester,0.96,Elastane,0.04
River Island metallic knit top with sweetheart neckline in green,£18.00,Viscose,0.42,Nylon,0.4
ASOS DESIGN tie back sleeveless jumper in ecru,£18.00,Acrylic,0.84,Nylon,0.16
Vero Moda maternity wrap cardigan in chocolate brown ,£18.00,Polyester,0.52,Acrylic,0.23
Pimkie wool mix v neck longline jumper in cream,£18.00,Acrylic,0.6,Polyester,0.31
ASOS DESIGN sheer textured mesh shrug cardigan in black,£18.00,Nylon,0.97,Elastane,0.03
ASOS DESIGN open knit texture shrug cardigan in ecru,£18.00,Polyester,1.0,NaN,0.0
IIQUAL unisex knitted sleeveless cardigan in green,£18.00,Polyester,0.35,Viscose,0.32
Topshop knitted fluffy fairisle jumper in grey,£18.00,Polyester,0.7,Nylon,0.21
ASOS DESIGN Tall crew neck jumper in mixed pointelle stitch in black,£18.00,Cotton,1.0,NaN,0.0
ASOS DESIGN jumper with cloud pattern in black,£18.00,Acrylic,0.96,Polyamide,0.04
AllSaints Misha cardigan in black,£18.00,Viscose,0.78,Polyester,0.22
Pimkie oversized knitted jumper in ecru with navy stripe,£18.00,Viscose,0.5,Polyester,0.28
River Island sheer panel long sleeve top in black,£18.00,Viscose,0.42,Nylon,0.4
Weekday Cora hairy knit jacquard jumper in mustard,£18.00,Polyamide,0.71,Viscose,0.18
Vero Moda Tall chunky v neck jumper in camel,£18.00,Polyester,0.78,Viscose,0.18
Only ribbed high neck jumper in bright pink,£18.00,Acrylic,0.81,Polyester,0.19
Miss Selfridge open knit fluffy balloon sleeve jumper in ivory ,£18.00,Acrylic,0.65,Polyester,0.35
Topshop colour block vest in multi,£18.00,Cotton,1.0,NaN,0.0
NA-KD short sleeve cardigan with faux pearl buttons in light green,£18.00,Viscose,0.7,Polyamide,0.3
ASOS DESIGN crop jumper with open stitch hem,£18.00,Acrylic,0.51,Cotton,0.49
Only textured jumper in pink and orange print,£18.00,Cotton,0.7,Polyester,0.3
Pull&Bear 'NYC' varsity oversized sweat in black,£18.00,Cotton,0.77,Polyester,0.23
Pimkie v neck collar jumper in navy and white stripe,£18.00,Polyester,1.0,NaN,0.0
Pull&Bear waffle knit jumper in ecru stripe,£18.00,Acrylic,1.0,NaN,0.0
River Island ribbed roll neck jumper in orange,£18.00,Polyester,0.81,Acrylic,0.16
Polo Ralph Lauren Julianna icon logo cotton cable knit jumper in lilac,£18.00,Cotton,1.0,NaN,0.0
River Island button neck jumper in pink,£18.00,Viscose,0.48,Polyester,0.31
Obey flower knitted top in white,£18.00,Cotton,1.0,NaN,0.0
Simply Be animal print jumper in pastel blue,£18.00,Viscose,0.48,Polyester,0.3
Kickers blue Y2K ribbed knitted jumper,£35.00,Cotton,0.58,Acrylic,0.42
Monki fluffy knitted jumper in pink and cream stripe,£35.00,Polyester,0.52,Acrylic,0.41
River Island fluffy knit jumper in grey,£18.00,Nylon,0.62,Acrylic,0.38
& Other Stories chunky knit jumper in grey medium dusty,£35.00,Wool,0.6,Polyamide,0.27
Monki knitted sweater in blue twisted yarn,£35.00,Polyester,0.52,Acrylic,0.41
ASOS DESIGN Petite knitted top with cut out detail in silver metallic yarn,£35.00,Acrylic,0.45,Viscose,0.43
Bershka chunky knit roll neck jumper in bright orange,£35.00,Acrylic,0.74,Polyamide,0.26
Mamalicious Maternity ribbed knit jumper in dark blue,£35.00,Polyester,0.79,Acrylic,0.13
ASOS DESIGN jumper in colour block spot pattern with cut out,£35.00,Acrylic,0.5,Polyamide,0.5
Miss Selfridge rib knit funnel top in ivory,£35.00,Viscose,0.82,Nylon,0.18
Noisy May open knit cropped jumper in khaki,£35.00,Acrylic,0.5,Nylon,0.4
Weekday Sway cardigan in orange ,£35.00,Polyester,0.42,Polyamide,0.27
The Frolic tie-detail high neck longline jumper in cream marl,£35.00,Polyester,0.63,Acrylic,0.23
Monki striped knitted top in multi strpe,£35.00,Cotton,1.0,NaN,0.0
COLLUSION Plus knitted long sleeve cardigan in light brown,£35.00,Acrylic,1.0,NaN,0.0
River Island button detail roll neck rib top in light brown,£35.00,Polyester,0.94,Elastane,0.06
ASOS DESIGN Petite cropped jumper in mini cable stitch in grey marl,£35.00,Acrylic,0.4,Nylon,0.32
Only Curve textured v neck jumper in pink,£35.00,Acrylic,0.52,Polyester,0.48
ASOS DESIGN rib cardigan with lace trim in rose,£35.00,Cotton,1.0,NaN,0.0
ASOS DESIGN Maternity jumper with lace up detail in navy ,£35.00,Polyester,0.89,Nylon,0.11
ASOS DESIGN roll neck jumper in rib black metallic yarn,£35.00,Polyester,0.82,Nylon,0.1
In The Style exclusive knitted high neck jumper in pink leopard,£35.00,Acrylic,1.0,NaN,0.0
Daisy Street 90s relaxed boxy cardigan in  pink butterfly print,£35.00,Polyester,1.0,NaN,0.0
Topshop knitted stitchy halter vest in ivory,£35.00,Acrylic,0.7,Polyester,0.3
JDY puff sleeve jumper in stone,£35.00,Polyester,0.51,Acrylic,0.46
ASOS DESIGN knitted off shoulder crop top in pink,£35.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN roll neck jumper in rib in black ,£35.00,Polyester,0.89,Nylon,0.11
Morgan collar detail textured cardigan in black and white stripe,£35.00,Acrylic,0.53,Polyester,0.29
Monki knitted jumper in blue and off white stripe,£35.00,Polyester,0.97,Wool,0.03
Mango cardigan in light beige,£35.00,Polyester,0.62,Acrylic,0.19
Monki high neck knitted jumper in scenic print,£35.00,Polyester,0.52,Acrylic,0.48
Noisy May chunky ribbed cardigan in green,£35.00,Acrylic,1.0,NaN,0.0
Vero Moda chunky v neck jumper in camel,£35.00,Nylon,0.8,Metallic,0.2
River Island Petite button detail hybrid jumper in brown,£35.00,Acrylic,0.55,Polyester,0.28
Monki ribbed knitted jumper in red and black stripe,£35.00,Cotton,1.0,NaN,0.0
ASOS DESIGN Curve chunky v neck jumper in green,£35.00,Acrylic,0.5,Polyester,0.5
Noisy May exclusive high neck sleeveless jumper in purple,£35.00,Acrylic,0.75,Polyester,0.22
Miss Selfridge embroidered frill shoulder jumper in red ,£35.00,Acrylic,0.8,Polyester,0.2
& Other Stories wool high neck jumper with side splits in red,£35.00,Wool,0.55,Cotton,0.45
Noisy May ribbed cropped jumper in orange,£35.00,Acrylic,1.0,NaN,0.0
Monki textured knit jumper in lilac melange,£35.00,Polyester,0.88,Acrylic,0.06
Daisy Street 90s ladder knit jumper with butterfly placement,£35.00,Polyester,1.0,NaN,0.0
Monki brushed knitted sweater in rose jacquard,£35.00,Acrylic,1.0,NaN,0.0
Mamalicious Maternity tie front cropped jumper in khaki ,£35.00,Acrylic,0.8,Polyester,0.2
River Island cable twist jumper in light blue,£35.00,Polyester,0.57,Acrylic,0.27
Noisy May ribbed high neck knitted top in bright green,£35.00,Polyester,0.62,Viscose,0.33
Mango half sleeve knitted jumper in pink,£35.00,Polyamide,0.7,Acrylic,0.3
& Other Stories mock neck knitted sweater in purple,£35.00,Polyester,0.52,Acrylic,0.38
& Other Stories wrap cardigan in black,£35.00,Polyester,0.52,Acrylic,0.38
Vila textured fluffy jumper in animal print ,£35.00,Polyamide,0.4,Polyester,0.4
Topshop knitted longline exposed seam fluffy crew neck jumper in orange,£35.00,Polyester,0.7,Nylon,0.21
In The Style fluffy pointelle cardigan in oatmeal,£35.00,Polyester,0.56,Acrylic,0.29
Monki knit cardigan in white,£35.00,Cotton,1.0,NaN,0.0
Threadbare Plus Ellie split sleeve jumper in black ,£35.00,Viscose,0.8,Nylon,0.2
ASOS DESIGN Maternity roll neck jumper in rib in dark red metallic yarn,£35.00,Polyester,0.82,Nylon,0.1
Urban Revivo ribbed jumper in pastel orange,£35.00,Viscose,0.53,Polyester,0.28
Noisy May slouchy v-neck wide rib knit jumper in green,£35.00,Polyester,0.78,Acrylic,0.08
Topshop knitted slouchy jumper in neutral,£35.00,Polyester,0.86,Acrylic,0.14
ASOS DESIGN boyfriend cardigan with button front in grey ,£26.00,Polyester,0.48,Nylon,0.4
COLLUSION Unisex laddered distressed crew neck jumper in black,£26.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Petite off shoulder jumper in chunky rib in oatmeal,£26.00,Polyester,1.0,NaN,0.0
Vero Moda stripe zip through jumper in mono,£26.00,Viscose,0.5,Polyester,0.28
ASOS DESIGN Maternity fluffy rib jumper with crew neck in oatmeal ,£26.00,Acrylic,0.5,Polyester,0.5
ASOS DESIGN jumper in cable with faux feather detail in light blue,£26.00,Acrylic,0.8,Wool,0.2
New Look knitted one shoulder jumper in black,£26.00,Viscose,0.69,Polyester,0.31
ASOS DESIGN neat fit crew neck jumper in grey,£26.00,Polyester,0.52,Acrylic,0.43
ASYOU knitted roll neck jumper in white,£26.00,Viscose,0.8,Nylon,0.2
ASOS DESIGN Maternity crew neck ribbed jumper in stripe ,£26.00,Viscose,0.52,Polyester,0.28
Topshop knitted oversized diagonal seam jumper in cream ,£26.00,Polyester,1.0,NaN,0.0
Monki high zip neck knitted sweater in khaki,£26.00,Cotton,1.0,NaN,0.0
Pull&Bear balloon sleeve stripe jumper in stone ,£26.00,Acrylic,1.0,NaN,0.0
JDY roll neck jumper in black,£26.00,Acrylic,0.88,Polyester,0.12
Tommy Jeans half zip badge rib sweater in olive green,£26.00,Cotton,1.0,NaN,0.0
Only fluffy v neck longline jumper co-ord in cream,£26.00,Nylon,0.7,Acrylic,0.3
ASOS DESIGN Petite premium chunky v neck oversized jumper in fluffy yarn in grey,£26.00,Polyester,0.78,Acrylic,0.19
ASOS DESIGN boxy crew neck jumper in black,£26.00,Acrylic,0.67,Polyester,0.26
ASOS DESIGN Curve roll neck jumper in rib in black,£26.00,Polyester,0.89,Nylon,0.11
Topshop knitted roll neck jumper in cream,£26.00,Acrylic,0.5,Polyester,0.5
Reclaimed Vintage unisex fairisle jumper in green,£26.00,Acrylic,1.0,NaN,0.0
Pull&Bear ribbed zip through knitted top in green acid wash,£26.00,Cotton,1.0,NaN,0.0
& Other Stories wool high neck oversize jumper in black,£26.00,Wool,1.0,NaN,0.0
Monki cropped knitted jumper in cobalt blue,£26.00,Polyester,0.97,Wool,0.03
& Other Stories mock neck jumper in red,£26.00,Polyester,0.52,Acrylic,0.38
ASOS DESIGN boxy crew neck jumper in taupe,£26.00,Acrylic,0.55,Polyamide,0.2
Noisy May high neck jumper in black,£26.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN super soft co-ord wrap top in charcoal marl,£26.00,Polyester,0.5,Cotton,0.47
Topshop knitted fluffy bold stripe crew neck oversized jumper in mono ,£26.00,Polyester,0.7,Nylon,0.21
Monki ribbed knitted two way zip cardigan in dark green,£26.00,Cotton,1.0,NaN,0.0
ASOS DESIGN super soft co-ord long sleeve boxy crop half zip in camel,£26.00,Polyester,0.56,Cotton,0.44
Topshop knitted popper collar jumper in oat,£26.00,Polyester,0.58,Acrylic,0.42
Weekday Lolo off shoulder knitted jumper in black melange,£26.00,Polyamide,0.48,Polyester,0.42
& Other Stories crew neck sweater in blue,£26.00,Cotton,0.54,Polyamide,0.38
ASOS DESIGN Christmas jumper with placement fairisle pattern in red,£26.00,Acrylic,1.0,NaN,0.0
Topshop knitted mix stich wide sleeve crew jumper in olive green,£26.00,Polyester,0.95,Wool,0.05
ASOS DESIGN boxy crew neck jumper in navy,£26.00,Acrylic,0.55,Polyamide,0.2
Miss Selfridge chunky rib fitted crop jumper in cream ,£26.00,Cotton,1.0,NaN,0.0
Only Petite high neck ribbed longline jumper in baby pink,£26.00,Polyester,0.97,Elastane,0.03
Cotton:On cosy crew neck cropped pullover in black,£26.00,Acrylic,0.57,Polyester,0.35
Topshop knitted v-neck collared chuck on jumper in dark brown,£26.00,Acrylic,0.56,Polyester,0.26
Hollister slouchy half zip striped jumper in navy,£26.00,Cotton,0.6,Acrylic,0.4
Only round neck jumper in blue abstract print,£26.00,Acrylic,0.81,Polyester,0.19
ASOS DESIGN fitted cardigan in fluffy yarn in green,£26.00,Nylon,0.7,Acrylic,0.3
Yours v neck oversized jumper in black,£26.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN high neck jumper with contrast seam detail in cream,£26.00,Acrylic,0.85,Wool,0.15
Vero Moda Petite round neck jumper in cream,£26.00,Polyester,0.94,Elastane,0.03
ASOS DESIGN oversized jumper in stripe in grey and pink,£26.00,Polyester,0.7,Nylon,0.21
ASOS DESIGN Petite relaxed jumper with zip collar in cream,£26.00,Acrylic,0.5,Polyester,0.5
ASOS DESIGN super soft long sleeve boxy crop half zip in sage,£26.00,Polyester,0.56,Cotton,0.44
Mango oversized jumper in grey,£26.00,Acrylic,0.62,Polyester,0.34
Cotton:On crop fleck button down cardigan in multi berry ,£26.00,Acrylic,0.45,Cotton,0.32
Pimkie boucle gold button cardigan in black check,£26.00,Acrylic,0.42,Polyester,0.33
Pimkie lightweight crew neck ribbed jumper in beige,£20.00,Viscose,0.52,Polyester,0.25
Topshop knitted open stitch jumper in blue,£20.00,Polyester,1.0,NaN,0.0
Bailey Rose off shoulder crop jumper in soft grey knit co-ord,£20.00,Polyester,1.0,NaN,0.0
